Id;SharkSpeciesId;AttackedPersonId;CountryId;DateTime;Type;Area;Location;Activity;Injury;AttackSeverenity;Investigator

4861;4;4661;;1989/08/22 10:45:00;Unprovoked;Western Cape Province;Mossel Bay;Surfing;Multiple Injuries;NonFatal;"N.v.Broembsen; M. Levine, GSAF"

4862;11;4662;17;1989/08/13 6:30:00;Unprovoked;New South Wales;Lennox Head;Surfing;No injury, shark took chunk out of surfboard;NonFatal;"Sydney Morning Herald, 8/14/1989, p.3; Courier Mail, 8/19/1989, p.2"

4863;5;4663;18;1989/08/09 0:00:00;Unprovoked;Great Exuma Island;Highborn Cay;Spearfishing;"Severe hand and arm injuries; right hand surgically amputated";NonFatal;"Orlando Sentinel, 8/10/1989, pp B3 & B5; Palm Beach Post, 8/15/1989"

4864;1;4664;17;1989/08/06 0:00:00;Provoked;Queensland;Moreton Bay;Fishing for sharks;Laceration to arm  PROVOKED INCIDENT;NonFatal;Sunday Mail, 8/6/1989

4865;1;4665;26;1989/07/27 0:00:00;Unknown;;;Scuba diving;FATAL;Unknown;LA Times, 7/28/1989

4866;5;4666;176;1989/07/19 17:00:00;Unprovoked;Sainte-Suzanne;Temple Tamoule;Surfing;FATAL;Fatal;Clicanoo, le journal  de l'Ile de la Réunion

4867;20;4667;;1989/06/17 0:00:00;Unprovoked;Louisiana;40 miles off Cocodrie;Spearfishing;Puncture wounds & lacerations to both legs;NonFatal;The Advocate (Baton Rouge, La.), 6/21/1989

4868;13;4668;;1989/06/05 16:15:00;Unprovoked;Eastern Cape Province;Jeffreys Bay;Surfing;No injury, board bitten;NonFatal;"R. Jacobs, R. Joseph; M. Levine, GSAF"

4869;10;4669;91;1989/06/01 0:00:00;Unknown;Sea of Japan;;;Doubtful incident, needs investigation;NonFatal;K. Nakaya

4870;11;4670;;1989/04/03 0:00:00;Unprovoked;Hawaii;Ho'okipa Beach, Pa'ia, Maui;Paddling on surfboard;Calf lacerated;NonFatal;"J. Borg, p.77; L. Taylor (1993), pp.108-109"

4871;16;4671;17;1989/03/09 20:15:00;Unprovoked;South Australia;Waitpinga Beach, near Victor Harbor, Encounter Bay;Surfing;Thigh bitten FATAL;Fatal;"Courier-Mail, 3/11/1989, p.5;  J. West, ASAF"

4872;17;4672;17;1989/03/04 0:00:00;Boating;Western Australia;Near Broome in Roebuck Bay;Kayaking;No injury, but the kayak was bitten by the shark;NonFatal;"K. Courtenay; T. Peake, GSAF"

4873;11;4673;;1989/02/19 0:00:00;Provoked;Western Cape Province;;Fishing;Thigh lacerated & abraded  PROVOKED INCIDENT;NonFatal;Sunday Times, 2/19/1989

4874;9;4674;17;1988/11/07 0:00:00;Unprovoked;Queensland;Off North Keppel Island, off Yeppoon;The Christie V sank on 11/6/1988, survivors were adrift on a dinghy;FATAL;Fatal;H. Edwards, pp.115-116

4875;11;;171;1988/10/24 0:00:00;Unprovoked;Viscayan Sea;;The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives;According to survivors, many people were taken by sharks;Fatal;Straits Times, 11/5/1988

4876;13;4675;;1988/10/01 0:00:00;Unprovoked;Florida;Sanibel Island, Lee County;Wading;Leg lacerated;NonFatal;C.L. Call

4877;4;4676;18;1988/07/19 0:00:00;Unprovoked;;;Spearfishing on scuba;Cheek bitten;NonFatal;E. Pace, FSAF

4878;19;4677;;1988/06/16 0:00:00;Unprovoked;North Carolina;Ocracoke, Hyde County;Scuba diving;Survived;NonFatal;C. Creswell, GSAF

4879;18;4678;;1988/06/05 12:00:00;Unprovoked;Florida;Daytona Beach, Volusia County;Swimming;Four lacerations to his ankle;NonFatal;Orlando Sentinel, 6/7/1988, p.D2

4880;1;4679;;1988/04/15 18:45:00;Unprovoked;Florida;Singer Island, Riviera Beach, Palm Beach County;Swimming;Lacerations to left foot;NonFatal;E. Pace, FSAF

4881;9;4680;;1988/03/25 0:00:00;Unprovoked;Hawaii;Running Waters Beach, Ninini Point, Kaua'i;Body surfing;Ankle bitten;NonFatal;"J. Borg, p.76; L. Taylor (1993), pp.106-107"

4882;1;4681;;1988/01/14 0:00:00;Provoked;Louisiana;;Fishing;Hand bitten by captured shark PROVOKED INCIDENT;NonFatal;C. Johansson, GSAF

4883;17;4682;;1988/01/05 0:00:00;Provoked;Western Cape Province;Great Brak River;Returning to shore, collided with shark;"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT";NonFatal;Natal Mercury, 1/5/1988

4884;1;4683;;1987/12/17 13:00:00;Unprovoked;Florida;Palm Beach, Palm Beach County;Surfing;Left calf bitten;NonFatal;"D. Filkins, Miami Herald, 12/18/1987, page 1PB; St. Petersburg Times, 12/18/1987"

4885;6;4684;;1987/10/11 12:15:00;Unprovoked;Western Cape Province;Seal Island, False Bay;Spearfishing;Left thigh & calf lacerated;NonFatal;G. Smit, P. Landsberg, M.D., M. Levine, GSAF

4886;15;;;1987/10/06 0:00:00;Unprovoked;Between DR and Puerto Rico;Mona Passage;Vessel caught fire & capsized, survivors in the water;Of 160 people on board, >100 missing;Fatal;"Orlando Sentinel, 1/7/1987, p. A4; Time Magazinem 19.19.1987"

4887;8;4685;18;1987/07/09 13:30:00;Unprovoked;Exuma Islands;Sampson Cay;Snorkeling;Right leg bitten;NonFatal;Miami Herald, 7/10/1987

4888;13;4686;;1987/04/15 0:00:00;Unprovoked;Hawaii;Kailua-Kona, Hawai'i;Swimming from shore to anchored sailboat;Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor;Fatal;"J. Borg, p.76; L. Taylor (1993), pp.106-107"

4889;15;4687;17;1987/03/30 0:00:00;Unprovoked;Western Australia;Fourth Beach / Twilgth Beach;Surfing;Calf lacerated;NonFatal;"Courier-Mail, 4/2/1987, p.1; T. Peake, GSAF"

4890;1;4688;17;1987/01/06 7:00:00;Unprovoked;Queensland;Lizard Island;Swimming;Right leg lacerated;NonFatal;"Sydney Morning Herald; Courier-Mail 1/8/1987, p.2"

4891;11;4689;89;1987/01/01 0:00:00;Boating;Tyrrhenian Sea;Marciana Marina, Isola d'Elba;Boat;No injury;NonFatal;"A. De Maddalena; Perfetti (1989), M. Zuffa (pers. Comm.)"

4892;17;4690;;1986/12/31 14:00:00;Unprovoked;Western Cape Province;Agulhas Banks;Spearfishing;2 punctures in lower leg;NonFatal;P. deWet, E. Lombard, M. Levine, GSAF

4893;16;4691;;1986/12/22 17:00:00;Unprovoked;Western Cape Province;SAOU Strand;Body boarding;FATAL, legs bitten;Fatal;"G. Geldenhuys, W. Roos, Dr. Smallberger, Dr. C. Groble, Dr. J.H. B. de Lange, M. Levine, GSAF; R. Wilson, NSB"

4894;19;4692;;1986/09/01 0:00:00;Unprovoked;Florida;Ormond Beach / Daytona Beach, Volusia County;Surfing;Survived;NonFatal;Orlando Sentinel. 9/20/1986

4895;6;4693;;1986/08/19 0:00:00;Unprovoked;North Carolina;Masonboro Inlet, New Hanover County;Surfing;Hand bitten;NonFatal;F. Schwartz, p.23

4896;13;4694;;1986/07/09 0:00:00;Unprovoked;South Carolina;Myrtle Beach, Horry County;;Back of left thigh bitten;NonFatal;Charlotte Observer, 9/9/1986 & 9/11/1986

4897;9;4695;199;1986/03/18 10:55:00;Unprovoked;Cádiz;Tarifa;Windsurfing;Foot severed;NonFatal;A. DeMaddalena

4898;9;4696;;1986/02/07 18:30:00;Unprovoked;Eastern Cape Province;King's Beach, Port Elizabeth;Swimming;Lower leg lacerated;NonFatal;"J. Fourie, M. Levine, GSAF; V. Cockroft, Dr. P. Schwartz"

4899;13;4697;17;1986/02/01 0:00:00;Unprovoked;Victoria;Jan Juc Beach;Surfing;No injury, knocked into water & board bitten;NonFatal;Sun, 2/3/1986, p.4

4900;1;4698;;1985/10/22 16:00:00;Unprovoked;California;Point Conception, Santa Barbara County;Hookah diving for abalone;Minor injury to foot & ankle;NonFatal;R. Collier

4901;14;4699;;1981/10/19 11:30:00;Unprovoked;Florida;Jupiter Island, Brevard County;Swimming;Hand & forearm bitten;NonFatal;Chronicle Telegram, 10/20/1981

4902;11;4700;;1981/10/17 9:45:00;Unprovoked;Florida;Palm Beach, Palm Beach County;Surfing;No details;NonFatal;M. Vorenberg, GSAF

4903;12;4701;;1981/10/16 0:00:00;Unprovoked;Florida;Cocoa Beach, Brevard County;Surfing;Puncture wounds to left foot;NonFatal;The Bulletin, 10/19/1981

4904;17;4702;18;1981/08/07 12:00:00;Unprovoked;Grand Bahama Island;Gingerbread Reef, east of Little Isaac Island;Snorkeling on surface;Upper right arm bitten;NonFatal;"R. Marx, E. Clark; M. Levine, GSAF; Note: Marx says the incident took place in 8/8/1982 or 1983"

4905;11;4703;;1981/07/07 18:10:00;Unprovoked;Florida;Carter Cay;Spearfishing;Left foot & ankle lacerated;NonFatal;E. Pace, GSAF

4906;5;4704;;1981/05/10 14:45:00;Unprovoked;Eastern Cape Province;King’s Beach;Surfing;No Injury, board bitten;NonFatal;M. Smale, PE Museum

4907;3;4705;;1981/03/24 17:30:00;Unprovoked;Florida;Singer Island, Riviera Beach, Palm Beach County;Surfing;Puncture wounds on  right thigh;NonFatal;M. Vorenberg

4908;5;4706;;1981/02/19 17:20:00;Unprovoked;KwaZulu-Natal;Umtentweni;Swimming;Foot lacerated;NonFatal;R. Guy, M. Levine, GSAF

4909;20;4707;;1981/02/02 13:30:00;Unprovoked;Florida;Juno Beach, Palm Beach County;Surfing;Lacerations & punctures in left calf & ankle;NonFatal;M. Vorenberg

4910;11;4708;;1981/01/01 0:00:00;Unknown;KwaZulu-Natal;Widenham;Swimming;Probable drowning & scavenging;Fatal;"W.O. Hutt; W. Pople, G. Charter, B. Davis, Natal Sharks Board"

4911;6;4709;138;1980/08/22 0:00:00;Unprovoked;;;Diving in tuna net;FATAL;Fatal;Valley Independent, 8/22/1980, p.16

4912;5;4710;;1980/08/04 0:00:00;Unprovoked;Hawaii;Puamana, Lahaina, Maui;Resting on body board;Torso bitten;NonFatal;"J. Borg, p.75; L. Taylor (1993), pp.104-105 - Note: SAF lists this as 8/10/1980"

4913;1;4711;32;1980/03/28 0:00:00;Unprovoked;Rio de Janeiro;Copacabana Beach, Rio de Janiero;Swimming;Right leg bitten;NonFatal;M. Szpilman

4914;9;4712;171;1980/03/15 0:00:00;Unprovoked;;250 miles southwest of Manila;Sinking of the ferryboat Bongbong 1;FATAL;Fatal;Valley Independent, 3/17/1980

4915;1;4713;174;1979/12/05 0:00:00;Unknown;Madeira Islands;Sao Jorge, Madeira Island;Spearfishing;FATAL;Fatal;C. Moore. GSAF

4916;17;4714;;1979/12/01 0:00:00;Unprovoked;;;Diving;Toothmarks on head & neck;NonFatal;Sydney Morning Herald, 12/6/1979

4917;14;4715;;1979/11/27 10:20:00;Unprovoked;Oregon;Haystack Rock, Cannon Beach, Clatsop County;Surfing;Multiple major Injuries;NonFatal;"D. Miller & R. Collier; R. Collier, p. 76-79; J. McCosker & R.N. Lea; K. Doudt"

4918;19;4716;;1979/11/12 0:00:00;Provoked;Western Cape Province;Macassar;Shark fishing;"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT";NonFatal;GSAF

4919;8;4717;17;1979/09/14 0:00:00;Unprovoked;New South Wales;Byron Bay;Scuba diving;Leg bitten;NonFatal;Canberra Times, 9/15/1979

4920;1;4718;;1979/08/26 0:00:00;Unprovoked;Ho Ha Wan Marine Park;;;FATAL;Fatal;J. Wong, GSAF

4921;19;4719;;1979/05/01 0:00:00;Unprovoked;North Province;Balade;;FATAL;Fatal;W. Leander

4922;1;4720;;1978/11/26 0:00:00;Unprovoked;Hawaii;Ewa, O'ahu;Surfing;Left arm bitten;NonFatal;Star-Phoenix, 11/29/1978

4923;7;4721;;1978/08/05 12:45:00;Unprovoked;California;Pajaro Dunes, Santa Cruz County;Wading;Punctures on leg (minor injury);NonFatal;D. Miller & R. Collier, R. Collier, p.75

4924;17;4722;;1978/06/21 0:00:00;Unprovoked;Florida;Neptune Beach, Duval County;Surfing;Foot nipped;NonFatal;Bryan Times, 6/23/1978

4925;16;4723;;1978/04/02 0:00:00;Unprovoked;Ralik Archipelago;Enewetak Atoll;Diving;Laceration to left hand;NonFatal;Modesto Bee, 4/4/1978

4926;15;4724;;1978/02/19 0:00:00;Unprovoked;Western Cape Province;Miller's Point, False Bay;Diving;No injury, rammed by shark;NonFatal;Natal Mercury, 2/21/1978

4927;18;4725;;1977/12/31 0:00:00;Unprovoked;Hawaii;2 miles off Keahole Airport;Swimming, after single-engine aircraft went down in the sea;Feet lacerated;NonFatal;NY Times, 1/3/1978, p.14, col.1

4928;5;4726;;1977/12/19 10:00:00;Unprovoked;Eastern Cape Province;Qolera River;Surfing;Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh;NonFatal;"K. Pearce, M. Levine, GSAF;  W. Pople, B. Davis, G. Charter, NSB; T. Wallett, p.42"

4929;5;4727;;1977/08/14 11:45:00;Unprovoked;California;McClure Beach, near Tomales Point, Marin County;Free diving for abalone (surfacing);Leg lacerated;NonFatal;"D. Miller & R. Collier, R. Collier, pp.73-74; J. McCosker & R.N. Lea"

4930;1;4728;17;1977/04/26 0:00:00;Unprovoked;Queensland;Tallebudgera;;Survived;NonFatal;R. McKenzie, Sunday Mail, 9/6/1987, p.11

4931;1;4729;;1976/11/01 0:00:00;Provoked;Western Cape Province;Macassar;Fishing for white shark;No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT;NonFatal;T. Wallett, p.37-38

4932;5;4730;;1976/10/27 0:00:00;Boating;Western Cape Province;Gordon’s Bay;Boat;No injury to occupants, shark leapt on bow of boat;NonFatal;T. Wallett, p.32

4933;6;4731;;1976/10/18 14:30:00;Unprovoked;California;Moonstone Beach, Humboldt County;Surfing;Leg bitten;NonFatal;"D. Miller & R. Collier, R. Collier, pp.70-71; J. McCosker & R.N. Lea"

4934;19;4732;;1976/09/22 0:00:00;Unprovoked;;Sarcelle;Shipwreck;It was believed that survivors were killed by sharks;NonFatal;W. Leander

4935;16;4733;;1976/09/12 0:00:00;Unprovoked;Florida;Jacksonville, Duval County;Swimming;FATAL;Fatal;Washington Post, 9/24/1976

4936;17;4734;;1976/06/23 0:00:00;Unprovoked;Florida;St. Andrews State Park, Bay County;Skindiving;Lacerations to right arm;NonFatal;Albuquerque Journal, 6/25/1976

4937;19;4735;;1976/03/02 0:00:00;Boating;Western Cape Province;2 km from Macassar, False Bay;;Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea;NonFatal;T. Wallett, pp.30-31

4938;9;4736;17;1975/12/29 0:00:00;Boating;South Australia;Glenelg;Attempting to drive shark away from the beach;No injury, shark charged & rammed boat several times;NonFatal;A. Sharpe, p.125

4939;3;4737;17;1975/11/07 0:00:00;Unprovoked;Queensland;Lookout Point;;Puncture wounds in hand;NonFatal;R. McKenzie, Sunday Mail, 3/27/1994, p.107

4940;1;4738;89;1975/04/25 0:00:00;Unknown;Genoa Province;Cervara;Scuba diving;The press reported this as a shark attack, but the diver was the agressor;NonFatal;C. Moore, GSAF

4941;3;4739;17;1975/03/13 0:00:00;Provoked;Queensland;Southport Aquarium;Diving & force-feeding the shark;Laceration to thigh by captive shark PROVOKED INCIDENT;NonFatal;The Age, 3/14/1975

4942;11;4740;;2003/07/01 0:00:00;Unprovoked;Florida;Fort Lauderdale, Broward County;Spearfishing;Laceration to toe;NonFatal;M. Marks

4943;2;4741;;2003/06/01 0:00:00;Unknown;South Carolina;Pawleys Island, Georgetown County;Swimming;Foot lacerated;NonFatal;J. Eager

4944;17;4742;32;2003/04/23 17:00:00;Unprovoked;Pernambuco;Pau Amarelo Beach, Paulista District (17 km from Recife);Surfing;Hand & foot lacerated,  lower left leg severely bitten, necessitating surgical amputation;NonFatal;"P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003"

4945;16;4743;;2003/04/20 14:20:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Left ankle bitten or right foot;NonFatal;"S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3"

4946;5;4744;;2003/04/09 0:00:00;Unprovoked;Florida;Melbourne Beach, Brevard County;Surfing;Arm lacerated;NonFatal;D. Share

4947;13;4745;17;2002/12/20 0:00:00;Unknown;Queensland;Golden Beach;Swimming;Foot lacerated;NonFatal;T. Peake, GSAF

4948;5;;;2002/09/16 7:50:00;Unprovoked;Hawaii;Hideaways Beach, Princeville, Kaua'i;Body boarding;No injury, shark fin seen just before board ripped away & dragged out to sea;NonFatal;Hawaii Department of Land and Natural Resources

4949;1;4746;;2002/08/28 15:45:00;Unprovoked;Hawaii;Kewalo Basin Channel, O'ahu;Surfing;Left foot lacerated;NonFatal;G. Kubota, Honolulu Star Bulletin

4950;11;4747;;2002/08/05 11:00:00;Unprovoked;North Carolina;Topsail Beach, Pender County;Standing;Leg lacerated;NonFatal;"Wisconsin State Journal; C. Creswell, GSAF"

4951;16;;82;2002/06/16 0:00:00;Unknown;;Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand;;Human remains (right forearm & leg) recovered from 3.7m [12'] tiger shark’s gut. Forensic examination suggested the remains had been consumed by the shark one to two weeks earlier;Fatal;espn.go.com

4952;5;4748;;2002/06/11 13:34:00;Unprovoked;Hawaii;Anini Beach, Kaua'i;Sitting on surfboard;No injury, shark bit side of surfboard;NonFatal;Hawaii Department of Land and Natural Resources

4953;18;4749;;2002/05/22 6:47:00;Unprovoked;Florida;Atlantic Avenue, Palm Beach County;Playing in the surf with his 2 dogs;2-inch wound on dorsum of right foot, 1-inch wound on sole;NonFatal;Palm Beach Post,  5/24 & 26/2002

4954;9;4750;32;2002/05/10 17:00:00;Unprovoked;Pernambuco;Pina, Recife;Surfing;Leg injured;NonFatal;JCOnline, 5/11/2002

4955;11;4751;17;2002/04/12 18:30:00;Unprovoked;New South Wales;Bar Beach, Newcastle;Swimming;Foot bitten;NonFatal;T. Peake, GSAF

4956;17;4752;;2002/03/25 12:00:00;Unprovoked;Hawaii;Brenecke Beach, Po'ipu, Kaua'i;Body-boarding;Left leg severed below knee;NonFatal;G. Kubota, Honolulu Star Bulletin

4957;7;4753;32;2002/03/24 17:00:00;Unprovoked;Pernambuco;Boa Viagem Beach, Recife;Swimming;Severe kacerations, FATAL;Fatal;JCOnline

4958;19;4754;;2002/03/15 0:00:00;Unprovoked;Florida;Deerfield Beach (near Boca Raton), Broward County;Snorkeling;Arm bitten;NonFatal;ezboard.com

4959;18;4755;;2002/02/23 0:00:00;Unprovoked;;;Capsized fishing boat;FATAL;Fatal;sharkattacks.com

4960;1;4756;17;2002/02/07 19:15:00;Unprovoked;New South Wales;Paramatta River (near Sydney);Kayaking;Stern of kayak bitten/chest bruised;NonFatal;T. Peake, GSAF

4961;8;4757;17;2002/01/30 0:00:00;Unprovoked;Western Australia;Collie River;Swimming;15 cm wound on inner thigh;NonFatal;"T. Peake, GSAF; D. Green"

4962;1;4758;;2002/01/01 13:00:00;Unprovoked;Hawaii;Olowalu, Maui;Snorkeling;Lacerations to buttocks & thigh;NonFatal;G. Kubota, Star Bulletin

4963;17;4759;17;2001/12/21 0:00:00;Unknown;Western Australia;Honeycombs, 250 km south of Perth;Surfing;No injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display;NonFatal;sharkattacks.com

4964;17;4760;17;2001/11/07 0:00:00;Unknown;Western Australia;Leighton Beach, south of North Cottesloe;Surf-skiing;No injury, fell off ski after possibly colliding with  a shark;NonFatal;T. Peake, GSAF

4965;1;;;2001/09/13 0:00:00;Provoked;Cheshire;Blue Planet Aquarium, Ellesmere Port;Diving;Head bitten by captive shark PROVOKED INCIDENT;NonFatal;Daily Post, 9/14/2001

4966;15;4761;;2001/08/29 13:30:00;Unprovoked;Florida;Coquina Beach, Anna Maria Island, Manatee County;Standing;Punctures & lacerations on elbow & forearm;NonFatal;Sarasota Herald-Tribune, 8/31/2001

4967;8;4762;;2001/08/22 16:20:00;Unprovoked;Florida;Daytona, Volusia County;Surfing;Foot lacerated;NonFatal;M. Giusti, Daytona Beach News Journal, 8/23/2001, p.1A

4968;5;4763;89;2001/08/03 0:00:00;Boating;;Rimini;Fishing;No Injury to occupants;NonFatal;MEDSAF

4969;6;4764;;2001/07/24 0:00:00;Unprovoked;Florida;Marathon , Monroe County;;2 bites behind knee;NonFatal;Key West Citizen, 7/26/2001

4970;1;4765;;2001/05/08 0:00:00;Unprovoked;Eastern Cape Province;East London;Surfing;Leg bitten;NonFatal;East London Daily Dispatch, 5/9/2001

4971;11;4766;;2001/04/13 10:55:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Right foot & ankle lacerated;NonFatal;"S. Petersohn, GSAF; Orlando Sentinel, 4/14/2001, p.A1"

4972;5;4767;;2001/04/12 16:00:00;Unprovoked;Florida;Waveland Beach, Hutchinson Island, St Lucie County;;Right ankle & lower leg lacerated;NonFatal;M. Large, Stuart News, 4/13/2001

4973;3;4768;;2001/04/11 0:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Minor cuts on right heel & foot;NonFatal;"S. Petersohn, GSAF; scubaradio.com; Orlando Sentinel, 4/14/2001, p.A1"

4974;5;4769;;2001/03/23 14:40:00;Unprovoked;Hawaii;Sandy Beach, Oahu;Body-boarding;Minor cuts on left hand, body board bitten;NonFatal;Hawaii Department of Land and Natural Resources

4975;6;4770;17;2001/02/04 16:15:00;Unprovoked;New South Wales;Broome Head;Surfing;Leg bitten;NonFatal;Daily Dispatch, 2/6/2001

4976;17;4771;100;2000/12/05 0:00:00;Unprovoked;New Brunswick;Bay of Fundy;Diving for sea urchins;No injury;NonFatal;"A. Martin; Telegraph-Journal,  12/8/2000"

4977;12;4772;17;2000/11/21 0:00:00;Unprovoked;Queensland;Orpheus Island;Diving (shell maintenance);No injury, wetsuit & swimfin torn;NonFatal;Courier-Mail, 11/24/2000, p.3

4978;11;4773;17;2000/11/20 0:00:00;Unknown;South Australia;Ceduna;Shipwrecked;Missing, thought to have been taken by a shark;Fatal;T. Peake, GSAF

4979;13;4774;17;2000/11/06 6:30:00;Unprovoked;Western Australia;Cottesloe Beach, Perth;Swimming;Leg & feet lacerated;NonFatal;"B. May, AAP; G. Thiel"

4980;1;4775;;2000/11/04 16:30:00;Unprovoked;California;1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County;Surfing;Both thighs bitten;NonFatal;"J. Ramsay, California Fish & Game; R. Collier"

4981;13;4776;17;2000/10/29 22:00:00;Boating;Queensland;Peel Island;Fishing;No Injury to occupant, shark holed and sank boat;NonFatal;T. Peake, GSAF

4982;9;4777;;2000/10/20 18:00:00;Unprovoked;Florida;Fort Pierce Inlet State Park, St Lucie County;Surfing;Leg lacerated;NonFatal;Stuart News, 10/21/2000

4983;12;4778;17;2000/09/24 7:30:00;Unprovoked;South Australia;Cactus Beach near Penong;Surfing;FATAL;Fatal;T. Peake, GSAF

4984;17;4779;;2000/09/08 11:45:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Wading;Left foot lacerated;NonFatal;"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal, 9/19/2000, p.1A; Orlando Sentinel, 9/9/2000 , p.D2"

4985;6;4780;176;2000/09/08 18:05:00;Unprovoked;Saint-Pierre;Pic du Diable;Surfing;Left arm bitten;NonFatal;"Clicanoo, le journal  de l'Ile de la Réunion; Northern Territory News, 9/12/2000, p.6"

4986;19;4781;;2000/08/13 16:30:00;Unprovoked;Florida;South Jacksonville Beach, Duval County;Surfing / Wading;Minor lacerations to the dorsum of the right foot;NonFatal;"Florida Times-Union, 8/14/2000; Orlando Sentinel, 8/15/2000, p.D3"

4987;3;4782;;2000/07/06 16:30:00;Unprovoked;North Carolina;Pine Island, Corolla, Currituck County;Playing;Calf lacerated;NonFatal;Charlotte Observer, 7/20/2000, p.1A

4988;5;4783;;2000/07/04 18:00:00;Unprovoked;Florida;Daytona Beach, Volusia County;Wading;Left inner thigh;NonFatal;S. Petersohn, GSAF

4989;11;4784;;2000/06/29 0:00:00;Boating;North Island;Papamoa Beach, Bay of Plenty;Fishing;No injury, shark bit the dinghy;NonFatal;R. D. Weeks, GSAF

4990;1;4785;;2000/06/13 14:30:00;Boating;Florida;Pensacola Bay, Escambia County;Sailing;No injury to occupants, boat's rear platform bitten;NonFatal;"Mobile Register 6/14/2000; Charlotte Observer, 6/15/2000, p.8A"

4991;6;4786;17;2000/05/09 0:00:00;Unknown;Victoria;Koonya Beach, Melbourne;;Probable drowning;Fatal;T. Peake, GSAF

4992;5;4787;;2000/04/09 14:30:00;Unprovoked;Florida;Municipal Beach, Riviera Beach, Palm Beach County;Boogie boarding / wading;Puncture marks on right thigh;NonFatal;The Palm Beach Post, 4/11/2000, p.4B

4993;8;4788;;2000/03/15 0:00:00;Unprovoked;North Province;Poum;Spearfishing;FATAL;Fatal;Les Nouvelles Caledoniennes, 3/16/2000

4994;15;4789;17;2000/03/10 0:00:00;Boating;New South Wales;Parramatta River;Rowing;No Injury to occupants;NonFatal;Sydney Morning Herald,

4995;1;4790;;2000/02/19 14:00:00;Unprovoked;Western Cape Province;Struis Bay;Body surfing;Foot bitten;NonFatal;C. Creswell, GSAF

4996;17;4791;;2000/02/03 0:00:00;Unprovoked;South Island;Oreti Beach (reported as the 4th person bitten in NZ in 2000);Surfing;No injury, wetsuit punctured;NonFatal;"Waikato Times; Southland Times, 10/23/1999, p.1"

4997;17;4792;176;2000/01/28 0:00:00;Boating;;Saint Pierre;Canoe with 3 men onboard sank;FATAL;Fatal;B.L. du Vendre

4998;1;4793;;1999/11/30 15:30:00;Unprovoked;Florida;Palm Beach, Palm Beach County;Surfing;Lacerations to hand & wrist;NonFatal;"A. Brenneka, Shark Attack Survivors; The Palm Beach Post,12/3/1999"

4999;8;4794;89;1999/09/24 0:00:00;Boating;Adriatic Sea;San Benedetto;Fishing;No Injury to occupants;NonFatal;Orlando Sentinel, 9/28/1999, p.A12

5000;1;4795;;1999/09/04 0:00:00;Provoked;Florida;World Typhoon Lagoon, Disney Water Park, Orange County;Wading;Left knee nipped by captive shark PROVOKED INCIDENT;NonFatal;K. Morelli, Tampa Tribune, 9/6/1999

5001;18;4796;138;2008/05/23 0:00:00;Unprovoked;Guerro;Pantla Beach;Surfing;FATAL;Fatal;Reuters

5002;19;4797;;2008/05/07 0:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Wading;2 inch laceration to left lower calf.;NonFatal;"M. Johnson, Daytona News-Journal, 5/8/2008; S. Petersohn"

5003;7;4798;;2008/04/25 7:00:00;Unprovoked;California;Solana Beach, San Diego County;Swimming;FATAL;Fatal;R. Collier

5004;17;4799;17;2008/04/20 0:00:00;Unprovoked;New South Wales;Crescent Head;;;NonFatal;T. Peake, GSAF

5005;11;4800;;2008/04/19 0:00:00;Unknown;KwaZulu-Natal;Aliwal Shoal;Free-diving;As he pushd the shark away from his camera, his finger was cut on a tooth;NonFatal;J. Avenier

5006;9;;;2008/04/08 0:00:00;Unprovoked;Florida;1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County;Surfing;Foot bitten;NonFatal;News 13,4/8/2008

